sectionId,userId,activityId,answerId,answer,isCorrect
18563b1e-a467-44b3-aed7-3607a1acd712,dad1e232-a729-483e-9bbe-bd628eb75f0e,2c81d7bd-1b9c-4e7f-b71f-1110af629920,3828d2b6-9545-4b29-aaae-1152f166ee2e,"{""solution"":""convective instability relates to an unstable atmosphere so warm moist air at the surface and dry cool air aloft"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,5b9df888-939f-486c-b61e-ddb4b2448f3e,2c81d7bd-1b9c-4e7f-b71f-1110af629920,399b07bb-e1a5-41d1-9ff8-b39e4efcb3a2,"{""solution"":""high and low pressure"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,f8ee6ddb-455b-437c-9165-c9d560cf7e7c,2c81d7bd-1b9c-4e7f-b71f-1110af629920,3a067bf3-e35b-4a06-a868-c264ad0211f6,"{""solution"":""when a low and a high pressure system mix together and form a pressure system that is unstable. Heat rises from the ground and flows toward the low pressure system?"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,e4fd7651-86d8-4506-9193-aafdbe72d3c8,2c81d7bd-1b9c-4e7f-b71f-1110af629920,3a42ec22-5411-46a9-9a2b-d1e3ddf3fc6c,"{""solution"":""Heating at the surface, certain topography, convergence of wind, and existence of fronts that can lead to convection and subsequent t-storms"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,1d24f913-2b35-41b3-b963-a495285916b0,2c81d7bd-1b9c-4e7f-b71f-1110af629920,3d9cf3ef-633e-4722-9af1-86bfefb966a9,"{""solution"":""Different wind direction for surface and upper atmosphere as well as different temperatures and moisture levels"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,f33e90b6-9054-446c-ab49-d8be73b65a2c,2c81d7bd-1b9c-4e7f-b71f-1110af629920,3efb67be-e604-44a1-8de3-2b456e87f5c6,"{""solution"":""It refers to the air's ability to resist vertical motion"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,68431179-c94a-4cde-97bd-f6f0d2160aee,2c81d7bd-1b9c-4e7f-b71f-1110af629920,3fb378ba-a9f0-4c43-a3a4-45a19e94eb75,"{""solution"":""when the Lower air is colder than the warm air aloft"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,3e1ed3c0-bfce-4901-b8ed-fc473022713c,2c81d7bd-1b9c-4e7f-b71f-1110af629920,43582284-a12a-4ba8-9884-cadeb11a3cf1,"{""solution"":""Dry air advecting over warm, moist air leads to convective instability"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,431f75b0-9611-420c-b45e-d3284ec495e2,2c81d7bd-1b9c-4e7f-b71f-1110af629920,4464db7f-6cf3-4656-b645-ca947f914fd3,"{""solution"":""Changes in surface pressure"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,c52522ef-9fbd-4d38-8ca7-f6b0672e8c6a,2c81d7bd-1b9c-4e7f-b71f-1110af629920,4d12bc9e-e5a1-4e2b-aaea-30a60f30ff80,"{""solution"":""The cold and dry air overlying humid air. "",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,ddc6e9fb-83b4-4a2f-b86f-2e34ca2b1c45,2c81d7bd-1b9c-4e7f-b71f-1110af629920,4ed5a350-cc82-4ff0-94ae-3bc38c7324a4,"{""solution"":""Air in the upper atmosphere is significantly colder than air at surface (temperature difference is large enough to cause air to rise upward)."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,7fe71daf-aa79-4c19-b576-47f1e4e36324,2c81d7bd-1b9c-4e7f-b71f-1110af629920,4f1f07f6-ba28-4a67-88db-7ac03be4e9f8,"{""solution"":""a small lapse rate lower than environmental rate"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,85cf2211-1c64-49c1-8416-525107ce5f3a,2c81d7bd-1b9c-4e7f-b71f-1110af629920,511a5e2e-383d-4288-91a3-3c97117e0597,"{""solution"":""Convective instability occurs when the air is cooler aloft than at the surface."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,2db10c95-b507-4211-8244-394361148b22,2c81d7bd-1b9c-4e7f-b71f-1110af629920,52c00246-5623-407f-98c0-b5085a8b9afa,"{""solution"":""Hot air mass underneath cold air mass"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,35dd482e-64b9-4628-98d1-5d1a09d9bf19,2c81d7bd-1b9c-4e7f-b71f-1110af629920,52d9b290-2fe2-4b55-9b1b-71e5f7a1e90e,"{""solution"":""Warm and high pressure."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,466fb5f2-d7f4-429f-824e-33023abe9f29,2c81d7bd-1b9c-4e7f-b71f-1110af629920,5312dbdb-c931-4964-8bdb-d4d9b3e60bef,"{""solution"":""Convergence of molecules, temperature,wind, humidity"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,97290fec-0d80-4141-94f9-3152f1c7523f,2c81d7bd-1b9c-4e7f-b71f-1110af629920,5656ddab-dcf7-4e07-b28e-0a3cdc5cd140,"{""solution"":""downdraf"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,9b72e118-0f59-42b0-b3ec-2b3ce8fb0b17,2c81d7bd-1b9c-4e7f-b71f-1110af629920,5885f049-8dbe-4207-a564-7b900f12c40c,"{""solution"":""idk"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,a96f4cd9-95b4-4ffc-a83b-a3e72508dda1,2c81d7bd-1b9c-4e7f-b71f-1110af629920,5bd84ec0-14fd-468f-ae79-8fef83309f8e,"{""solution"":""The unperfect system of the atmosphere means convection isn't going to work perfectly. "",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,8b49f80f-54a8-484c-a8b9-c83ee020de04,2c81d7bd-1b9c-4e7f-b71f-1110af629920,5e9ae76d-41d5-419e-ad5e-82582305f46c,"{""solution"":""This is when there is vertical resistance "",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,8263a6c7-de55-4ce5-83e4-0781462a13bc,2c81d7bd-1b9c-4e7f-b71f-1110af629920,61ed4550-21cc-4d40-99fc-f86792445ea6,"{""solution"":""unstable hot and cold weather conditions"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,7a43357d-8e02-464c-b081-62c680aa0b0a,2c81d7bd-1b9c-4e7f-b71f-1110af629920,62c266d1-a538-4218-9c62-5d5a4b1bfcd5,"{""solution"":""the convection patterns of the airflow are uneven and pressure is being pushed more to one side than the other instead of a perfectly even/round cycle"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,16f4c766-24c1-4626-ac50-e582a4b1aec3,2c81d7bd-1b9c-4e7f-b71f-1110af629920,64146aaa-a59e-4d4e-abac-97bea896cfef,"{""solution"":""Conditions that lead to convective instability are warm surface level air and cold upper tropospheric air."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,b08b3266-9ab1-456e-aa37-8016ab2b9143,2c81d7bd-1b9c-4e7f-b71f-1110af629920,65a4315a-4d44-4548-a608-307be1c957da,"{""solution"":""The ground being a different temperature than the upper atmosphere."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,8c555b2c-888a-40de-8334-046c36247489,2c81d7bd-1b9c-4e7f-b71f-1110af629920,6b012fd2-e8ae-4174-bf4f-c379b28d26be,"{""solution"":""When dry mid-level air advects over warmer moist air below."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,62c77fa6-d52f-4a18-a3bc-6d349d5cb3a6,2c81d7bd-1b9c-4e7f-b71f-1110af629920,6c3263ca-b475-46f1-bf0f-712c9349ca1e,"{""solution"":""Warm air below cool air makes convective instability"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,153abdee-c458-4b0d-9900-897c6febb758,2c81d7bd-1b9c-4e7f-b71f-1110af629920,6c642e82-4777-4d80-96ef-88a10a0b2e0a,"{""solution"":""Cold air falling in the upper atmosphere, warm air rising in the lower atmosphere"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,26f22370-6112-451c-b4f7-fcc192ddec1e,2c81d7bd-1b9c-4e7f-b71f-1110af629920,6deabb4c-3838-4fe2-a2bd-3a503fda9902,"{""solution"":""when the air near the surface is warmer than the air aloft"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,be4cdacc-a879-4f6c-8f69-6383759eaaed,2c81d7bd-1b9c-4e7f-b71f-1110af629920,6eaca3b3-e58f-4577-ad6b-71365e9ff0e6,"{""solution"":""swift changes in air pressure"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,6a562ea0-a7e8-49f5-8d21-44984ef77b2e,2c81d7bd-1b9c-4e7f-b71f-1110af629920,71d61fa3-dda5-4c64-972c-3ea02084238e,"{""solution"":""Air aloft is way warmer than air near the ground - the air near the ground ends up being fully saturated, while the air above is not saturated"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,732f3603-5e2b-44e7-9681-29a28f6d7d7e,2c81d7bd-1b9c-4e7f-b71f-1110af629920,7296acf8-cf47-43ec-a9e8-6fd59a736ac6,"{""solution"":""warm surface air cool air above"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,9da013db-1acf-4945-9fb9-3244c529ec07,2c81d7bd-1b9c-4e7f-b71f-1110af629920,7322c223-2b9c-422a-8d3e-51cfd1adffde,"{""solution"":""ability to resist vertical motion"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,330b1fbe-fec4-4d76-abb7-16f9c2a8d8dd,2c81d7bd-1b9c-4e7f-b71f-1110af629920,745275bc-0116-4073-a499-968445ed2e3e,"{""solution"":""Vertical disturbances"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,f38f059a-2487-4127-9a7f-c4983abda9a7,2c81d7bd-1b9c-4e7f-b71f-1110af629920,765607de-0d58-4f9e-a04b-4ec8255c8a59,"{""solution"":""Warm and cold air contrast "",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,324ce94c-5920-4714-b9cf-016906f57053,2c81d7bd-1b9c-4e7f-b71f-1110af629920,76c773cc-05b2-4670-b345-c769d21fce9c,"{""solution"":""moist air on top"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,fd935292-52e7-46bb-81b9-226e050becc8,2c81d7bd-1b9c-4e7f-b71f-1110af629920,7801e40c-111e-423a-9a83-feaf410250b4,"{""solution"":""The conditions that lead to convective instability are when there is cooler air in the upper atmosphere and warmer air at the surface."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,cd09a988-d86e-467b-af2c-24afba3c2bff,2c81d7bd-1b9c-4e7f-b71f-1110af629920,797d56af-9e00-424e-928e-a4821143ac02,"{""solution"":""ss"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,65306f0d-4b60-413a-9773-2e6fb44d0cb9,2c81d7bd-1b9c-4e7f-b71f-1110af629920,7a978015-3722-4973-b6ea-38d1d4093a62,"{""solution"":""A warm moist lower atmosphere temp and a cold dry upper atmosphere temp"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,a84353df-a5a2-4e14-8b1e-caae051cee28,2c81d7bd-1b9c-4e7f-b71f-1110af629920,7eab94f8-01fa-4110-a9e5-1c70b768f3b3,"{""solution"":""vertical disturbances"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,b46cf4bc-a16b-4094-958d-f8969f73ccae,2c81d7bd-1b9c-4e7f-b71f-1110af629920,84551c98-f7bf-45f4-afda-bd416379217b,"{""solution"":""so convected instability is the ability to resist vertical motion of the air so i would say that the cause of this would be warm air forced to move vertically."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,fc2421d6-aec1-4183-bf73-1d3d5cc73ea6,2c81d7bd-1b9c-4e7f-b71f-1110af629920,84cbaa33-40d2-4692-9c17-e7185f90de80,"{""solution"":""No idea.."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,482883a6-f000-4b55-90d0-93a288cc3a27,2c81d7bd-1b9c-4e7f-b71f-1110af629920,85a62653-62df-49b8-8452-1c1f29b4f3a0,"{""solution"":""Dry mid-level air mixes with warm moist air in the lower troposphere."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,e5b73eb2-4b29-4b83-8d57-9cf1fde5ec96,2c81d7bd-1b9c-4e7f-b71f-1110af629920,86469f46-c700-4086-a334-672479f128d3,"{""solution"":""Instability in the upper atmosphere do to heating of the earth/ lower atmostphere while the u\\\\air aloft is cold"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,7acd591a-d8dd-4845-8b5a-14969e8beaef,2c81d7bd-1b9c-4e7f-b71f-1110af629920,881aefeb-0be2-4f83-a1ec-1e48b208007c,"{""solution"":""Dry air above warm moist air"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,2bde00bc-7d8b-4163-b1e8-ae4446235ea7,2c81d7bd-1b9c-4e7f-b71f-1110af629920,8adc4e01-6079-427f-98c1-e36a577588cf,"{""solution"":""mixing temperatures and moisture"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,cd466ae7-0653-4118-b25d-cd5200125a70,2c81d7bd-1b9c-4e7f-b71f-1110af629920,8bf703e4-cfba-4e5f-94fc-b73aa4919b5a,"{""solution"":""humid and warm"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,d276f41b-7083-4220-bea5-99352a0acb6c,2c81d7bd-1b9c-4e7f-b71f-1110af629920,933a885e-38ee-43a1-b55a-e2431d505c7f,"{""solution"":""It means that the atmosphere is convectively unstable because of the high to low pressure gradient\\n"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,c436097b-9ee7-49b7-859a-2b3b4ebe7a04,2c81d7bd-1b9c-4e7f-b71f-1110af629920,94707a24-a963-43ad-ae13-62e37603890f,"{""solution"":""meeting of hot, humid air and cold, dry air."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,628ac67f-4dc0-4af1-94f6-0bc2f1df8b1a,2c81d7bd-1b9c-4e7f-b71f-1110af629920,95c9a2f7-d7e9-4702-9799-74f7cc76d4d0,"{""solution"":""Cold air aloft and warm moist air at the surface"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,e6d5df6b-87ee-4e94-9304-959fac4673d9,2c81d7bd-1b9c-4e7f-b71f-1110af629920,95e7dff5-711d-4123-818c-8ff50b321b0c,"{""solution"":""When the air near surface is warmer than the air in aloft."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,5a9700e3-b789-46b3-91d4-02ecc81a41cf,2c81d7bd-1b9c-4e7f-b71f-1110af629920,96ba7a4d-c926-4e9f-b67d-ca66fd635684,"{""solution"":""convective instability or stability of an air mass refers to its ability to resist vertical motion. A stable atmosphere makes vertical movement difficult, and small vertical disturbances dampen out and disappear."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,778acc54-f549-49ee-b1d2-e368a0277180,2c81d7bd-1b9c-4e7f-b71f-1110af629920,9775eebc-c089-42c3-a700-6d9d540564ba,"{""solution"":""the wind shear is very extreme."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,12176e84-d865-4d90-aca8-70e7b0a60e64,2c81d7bd-1b9c-4e7f-b71f-1110af629920,98dd8bc6-5c33-4cd7-902d-85e8bd8e823b,"{""solution"":""wet adiabatic lapse rate < Environmental lapse rate < dry adiabatic lapse rate"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,453afe7d-59a7-425a-a8c8-2284ac5483ff,2c81d7bd-1b9c-4e7f-b71f-1110af629920,992066b6-e35f-48d6-9e0b-70d589bc572c,"{""solution"":""warm air near surface, cold air above"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,e362a2e0-7d0d-409e-9d60-cc7c6bb88095,2c81d7bd-1b9c-4e7f-b71f-1110af629920,99471569-e969-46d2-ac58-c3c52c6a1769,"{""solution"":""cold, dry air"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,5f6c1cf6-bf33-4029-8168-3cf5bbdb2d27,2c81d7bd-1b9c-4e7f-b71f-1110af629920,9b614b4c-d7e6-456c-a0d2-2124c5b3b1e3,"{""solution"":""A lot of warm air"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,6d129b5a-bfe9-41e1-b80a-9ea082497a43,2c81d7bd-1b9c-4e7f-b71f-1110af629920,9dbcfc03-2bd7-4af9-831c-fed70bfdc75a,"{""solution"":""When the air towards the ground is warmer and the air in the sky is cold. This imbalance fuels extreme weather."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,ea0055fe-be4f-4341-8124-4ab5ee6ea91d,2c81d7bd-1b9c-4e7f-b71f-1110af629920,9f3ff085-4fd2-4197-a6fa-2ca789e71b2e,"{""solution"":""An unstable atmosphere in which the air near the surface is warm and dry while the air above is cold and wet."",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,d0f4698f-8076-4923-86a9-7e4c8ea2aab9,2c81d7bd-1b9c-4e7f-b71f-1110af629920,a02919cf-e157-45ce-a604-5402c7ef248d,"{""solution"":""Warm air rising and cold air descending "",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,1ffa7a58-cbb1-4040-9ff3-69be4210d5cc,2c81d7bd-1b9c-4e7f-b71f-1110af629920,a0469e50-5146-4b08-8f91-e6adb9d0fb1c,"{""solution"":""its ability to resist vertical motion"",""type"":""ShortAnswer""}",0
18563b1e-a467-44b3-aed7-3607a1acd712,ed0b4041-7757-479a-a317-88e270255a47,2c81d7bd-1b9c-4e7f-b71f-1110af629920,a24d40ef-8edb-4545-9ab8-45d48b6bf0c5,"{""solution"":""Having a cell that has hot air rising and bubbling to the top while the cold air is having to sift down below where it should be sitting"",""type"":""ShortAnswer""}",0
